train,"2009-01-01: Słowacja wstąpiła do strefy Euro

Słowacja przystąpiła do unijnej strefy Euro.

""Mamy nadzieję, iż przyjęcie Euro będzie kontynuacją drogi sukcesu, jaka rozpoczęła się dla Słowacji w momencie jej przystąpienia do Unii Europejskiej"" – powiedział premier Słowacji Robert Fico. Słowacja to pierwszy kraj w strefie Euro z bloku wschodniego.

Inwestorzy informują, że wprowadzenie nowej waluty, która zastąpiła koronę słowacką, będzie miało korzystny wpływ na warunki lokowania kapitału w tym kraju. Ekonomiści dodają, że nie obędzie się bez podwyżek.

Rok temu do strefy Euro przystąpiły Malta i Cypr."
train,"2010-11-09: USA: radioaktywny królik koło nieczynnej wytwórni plutonu

Koło miasta Richland, gdzie znajduje się nieczynny zakład wytwarzania plutonu dla celów wojskowych, złapano królika wykazującego niewielką radioaktywność, donosi lokalna gazeta Tri-City Herald. Królik najpewniej pił wodę, która zebrała się w piwnicach jeszcze niewyburzonych budynków zakładów Hanford.

W zeszłym tygodniu na terenach przyległych do Hanford znaleziono królicze odchody wykazujące podwyższony poziom promieniowania jonizującego. Stanowy departament zdrowia zarządził odłów królików, ale tylko jeden złapany egzemplarz wykazywał wewnętrzne skażenie promieniotwórczym cezem. Po akcji odłowu nie znaleziono kolejnych skażonych odchodów, co sugeruje, że wspomniany królik był jedynym skażonym.

Wyjaśnieniem zatrucia królika jest najpewniej to, że wypił on wodę zbierającą się w przyziemiach budynków Hanford, które jeszcze nie zostały wyburzone. Aby zapobiec powtórzeniu się takiego przypadku, budynku zostały otoczone siatką i spryskane lisim moczem, odstraszającym małe ssaki.

Nieczynny zakład produkcji plutonu Hanford, znajdujący się nad rzeką Columbia w stanie Waszyngton, był pierwszym takim ośrodkiem na świecie, uruchomionym w 1943 roku. Znajdował się tam pierwszy w historii reaktor do produkcji plutonu. W Hanford pracowało 9 reaktorów odgrywających przez ponad 40 lat istotną rolę w amerykańskich zbrojeniach jądrowych. Ostatni z reaktorów został wyłączony w 1987 roku. Pierwszy reaktor, oznaczany literą B, nie został wyburzony i obecnie ma status zabytku. Ośrodek można zwiedzać 5 razy do roku.

Zakład jest w większości poddany rozbiórce i dekontaminacji, prowadzoną przez ministerstwo energii, ale i tak na jego terenie zalega ponad 204 000 m³ wysokoradioaktywnych odpadów, co stanowi 2/3 ich całkowitej ilości w USA. W przeszłości, jeszcze, gdy zakład działał, króliki upodobały sobie i spożywały radioaktywne sole cezu i strontu, składowane w podziemnych zbiornikach, do których się podkopywały."
train,"2008-01-12: Małysz najdalej w kwalfikacjach do konkursu w Val di Fiemme

Adam Małysz oddał najdłuższy skok podczas piątkowych kwalifikacji do konkursu głównego we włoskim Val di Fiemme. Nasz najlepszy skoczek poszybował na odległość 130 metrów.

Początkowo Małysz miał w kwalifikacjach nie wystąpić z powodu migreny. Lider klasyfikacji generalnej Pucharu Świata, Thomas Morgenstern uzyskał 127 metrów, ale z obniżonego rozbiegu.

Kwalifikacje wygrał Norweg Anders Bardal (127 m i 126,6 pkt). Drugie miejsce zajął jego rodak Anders Jacobsen (126,5 m i 125,7 pkt.). Trzeci był Niemiec Martin Schmitt - 126 m i 124,8 pkt.

Do konkursu głównego zakwalifikowali się również pozostali Polacy. Krzysztof Miętus zajął 16. pozycję po skoku na odległość 121,5 m (114,7 pkt). Lokatę niżej z taką samą odległością uplasował się Marcin Bachleda (114,2 pkt). 22. pozycję zajął Kamil Stoch - 119,5 m, 112,1 pkt."
train,"2007-06-30: Sejm zatwierdził przepisy ułatwiające walkę z pedofilią

Sejm przegłosował nowe przepisy, dzięki którym walka z pedofilią będzie skuteczniejsza.

Nowe prawo pozwoli policji na prowokację, by zdobywać dowody przeciw pedofilom. Funkcjonariusze będą mogli podszywać się choćby za pedofilów lub dzieci. Będą też wchodzić na internetowe serwisy randkowe i tam logować się na przykład jako uczniowie podstawówek. Kiedy jakiś pedofil złapie haczyk, policjanci będą prowadzić z nim dwuznaczną rozmowę. Gdy zdobędą przeciwko niemu dowody zostanie on zatrzymany.

Projekt nowego prawa zgłosiła posłanka SLD Katarzyna Piekarska. Sejm poparł tę inicjatywę niemal jednomyślnie. Przeciwko nowym regulacjom głosowało troje posłów: Gabriela Masłowska z Ruchu Ludowo-Narodowego i Karol Karski oraz Leszek Dobrzyński z PiS. Parlamentarzyści tłumaczą się, że podczas głosowania pomylili guziki."
train,"2008-08-31: Prezydent i premier razem na szczycie UE

– ""Lech Kaczyński i Donald Tusk udadzą się wspólnie na poniedziałkowy szczyt Unii Europejskiej w sprawie Gruzji"" – powiedział wiceszef Kancelarii Prezydenta Piotr Kownacki.

– ""Wszystkie kwestie istotne dla powodzenia misji (...) w Brukseli zostały ustalone"" – powiedział Kownacki po półtoragodzinnym spotkaniu Kaczyńskiego z Tuskiem. Jak zaznaczył, wylot na szczyt zaplanowano na poniedziałek przed południem z Gdańska.

Dodał również, że przewodniczącym polskiej delegacji będzie prezydent Lech Kaczyński. Donald Tusk opuszczając Pałac Prezydencki nie rozmawiał z dziennikarzami."
train,"2007-09-02: Tydzień w Polsce (27 VIII - 2 IX 2007)

Spektakularne zatrzymanie Kaczmarka, Kornatowskiego i Netzla oraz zarzuty wobec Ryszada Krazuego - to temat, który zdominował wydarzenia minionych dni. Jeszcze większe emocje wzbudziła konferencja prasowa prokuratury i zaprezentowane tam dowody dotyczące zarzutów postawionych całej trójce zatrzymanych. Kazimierz Marcinkiewicz nie wyklucza, iż był jako premier poddany inwigilacji przez służby specjalne. Czy biskupi doprowadzą do odsunięcia o. Rydzyka od kierowania Radiem Maryja?

Prokuratura ujawnia dowody.

Czwartek: W godzinach porannych ABW zatrzymała Janusza Kaczmarka, Konrada Kornatowskiego oraz Jaromira Netzla. Czwartym zatrzymanym miał być szef Prokomu Ryszard Krauze, który jednak przebywa zagranicą. Trójkę zatrzymanych doprowadzono do warszawskiej prokuratury gdzie zostali przesłuchani w sprawie przecieku o akcji ABW w tzw. aferze gruntowej.

Zatrzymania Kaczmarka, Kornatowskiego oraz Netzla wywołały burzę wśród polityków opozycji. Część z nich uznawało działania prokuratury za próbę zamknięcia ust osobom, które miały stawić się przez sejmową komisją ds. służb specjalnych. Najgłośniej protestował LiS - jego kandydatem na premiera jest bowiem Janusz Kaczmarek. Roman Giertych zapowiedzał utworzenie przed Kancelarią Premiera ""biało-czerwonego miasteczka"", które ma trwać aż do momentu wypuszczenia byłego szefa MSWiA.

Piątek: Prokuratura postawiła pierwsze zarzuty zatrzymanym w czwartek osobom. Były minister spraw wewnętrznych Janusz Kaczmarek został oskarżony o utrudnianie śledztwa oraz składanie fałszywych zeznań.

Jaromir Netzel został odwołany ze stanowiska prezesa PZU. Decyzję w trybie nadzwyczajnym podjął Minister Skarbu Wojciech Jasiński.

Sobota: Prokuratura zdecydowała się na ujawnienie na konferencji prasowej istotnej części dowodów zebranych w śledztwie. Na zaprezentowanych nagraniach można zobaczyć spotkanie Janusza Kaczmarka i Ryszarda Krauzego w warszawskim hotelu Mariott. W swoich dotychczasowych zeznaniach Kaczmarek zaprzeczał, iż spotkał się 5 lipca z Krauzem. Nagrania z podsłuchów m.in. Konrada Kornatowskiego i Jaromira Netzla pokazują, iż obaj zapewniali Kaczmarkowi fałszywe alibi. Wieczorem tego samego dnia usłyszeliśmy zarzuty wobec całej trójki. Zatrzymani zostali zwolnieni za poręczeniem majątkowym i mają zakaz opuszczania kraju.

Ryszard Krauze nie zamierza na razie wracać do Polski - taką informację przekazał ""Dziennik"". Biznesmen przez najbliższe dwa tygodnie będzie przebywał na urlopie. Jest on poszukiwany przez ABW w związku z nakazem zatrzymania wydanym przez prokuraturę.

Niedziela: Janusz Kaczmarek pojawił się w ""biało-czerwonym miasteczku"" zorganizowanym przez działaczy LPR i Samoobrony. Na zaimprowizowanej konferencji prasowej powiedział on, iż istnieją dowody świadczące o tym, że przedstawiane przez niego nieprawidłowości w Ministerstwie Sprawiedliwości są prawdziwe. Były minister dodał także, iż będzie się domagał powołania w tej sprawie komisji śledczej.

Odnosząc się do materiałów przedstawionych przez prokuraturę na konferencji prasowej premier Jarosław Kaczyński uznał, iż wina Kaczmarka jest ""oczywista"" i to on był źródłem przecieku, które doprowadziło do fiaska operację CBA. Premier przyznał się także do błędów kadrowych jakim były nominacje zarówno dla Janusza Kaczmarka jak i byłego premiera Kazimierza Marcinkiewicza. Dodał on jednak, że ""tylko ten nie popełnia błędów, kto nic nie robi"".

Marcinkiewicz był inwigilowany?

Środa: Były premier Kazimierz Marcinkiewicz nie wykluczył, iż w czasie gdy był szefem rządu mógł być inwigilowany. Dodał, iż wie z kilku źródeł o tym jakoby osoba związana z PiS prosiła służby o zbieranie informacji na jego temat. W rozmowie z ""Dziennikiem"" Marcinkiewicz powiedział, iż ""żyjemy w państwie Orwella i warto mieć tego świadomość. Gdy byłem premierem, spodziewałem się tego, że także wobec swojego szefa służby mogą pełnić taką rolę i taką funkcję”. Rewelacje Marcinkiewicza stanowczo zdementował rzecznik rządu oraz wielu polityków PiS.

Biskupi odsuną Rydzyka od radia?

Poniedziałek: ""Rzeczpospolita"" poinformowała, iż polscy hierarchowie mogą się zwrócić do generała redemptorystów o odsunięcie o. Tadeusz Rydzyka od kierowania Radiem Maryja. Nie zdecydowano jednak kiedy taki list zostanie przekazany do Rzymu.

Sondaże.

Wtorek: PBS na zlecenie ""Gazety Wyborczej"" przeprowadził badanie preferencji politycznych. Liderem pozostaje PO (31%), które wyprzedza PiS notujące najsłabszy wynik od wyborów w 2005 roku - 22%. Do Sejmu weszłyby także: LiD (11%) oraz LiS (5%)."
train,"2005-05-06: Sprzeciw kombatantów i LPR wstrzymuje powstanie Akademii Wschodnioeuropejskiej

Państwowa Wyższa Szkoła Zawodowa w Przemyślu nie przekszatałci się w najbliższym czasie w Akademię Wszchodnioeuropejską - środowiska kombatanckie i LPR wysłały pisma do Ministerstwa Edukacji Narodowej, który wstrzymał proces przekształcania placówki. Oznacza to odłożenie w czasu projektu, w który zaangażowały się środowiska naukowe miast, a także poseł do europarlamentu, Janusz Onyszkiewicz. Kombatanci protestują przeciw tworzeniu uczelni, która ich zdaniem ""będzie kształcić ukraińską inteligencję"" i wzmacniać wpływy tej mniejszości w regionie. Dla regionu miała ona odgrywać podobną rolę, jak Uniwersytet Viadrina we Frankfurcie nad Odrą - centrum rozwoju intelektualnego i gospodarczego dla regionu, jednego z najbiedniejszych w Unii Europejskiej.

Przemyśl w swej najnowszej historii był świadkiem kilku konfliktów na tle religijnym i narodowościowym, więc obecne tarcia wpisują się w te historię. W czasie pielgrzymki Jana Pawła II do miasta w 1991 roku, przeciwnicy oddania jednego z kościołów grekokatolikom zabarykadowali się w jego środku, uniemożliwiając papieżowi wizytę. Ojciec Święty podarował katolikom obrządku wschodniego dawny kościół jezuitów. Kolejny konflikt wybuchł, gdy karmelici zdecydowali o przebudowie zabytkowej kopuły swego kościoła z cebulastej na łacińską, co wzbudziło sprzeciw konserwatora zabytków. Środowiska kombatanckie gromadzą się w tym kościele, gdzie jednym z obiektów krytyki był tryzub - ukraiński symbol narodowy, obecny w godle tego państwa, wbity razem z hitlerowską swastyką w polskiego orła. Jest to świadectwo walki z UPA, która walczyła o niepodległe państwo ukraińskie w l. 1945-1947, nierzadko metodami terroru. Kres partyzantce położyła dopiero Akcja ""Wisła"", czyli wysiedlenie sporej części Ukraińców i Łemków na Ziemie Odzyskane. Spór o uczczenie miejsc pamięci partyzantów UPA jest równie zażarty, jak o ostateczne otwarcie Cmentarza Łyczakowskiego we Lwowie i uczczenie pamięci poległych tam w walce o miasto w l. 1918-1919 Polaków."
train,"2006-12-30: Saddam Husajn został stracony

Jak podają arabskie media egzekucja Saddama Husajna odbyła się w ""Zielonej Strefie"" w Bagdadzie. Były dyktator został powieszony tuż przed godziną 06:00 czasu lokalnego.

5 listopada 2006 został skazany nieprawomocnym wyrokiem przez iracki Trybunał Narodowy na karę śmierci przez powieszenie na szubienicy. Iracki sąd apelacyjny 26 grudnia podtrzymał wyrok Trybunału; zgodnie z irackim prawem (wprowadzonym jeszcze przez samego Husajna) wyrok wykonany być musiał w ciągu 30 dni od tej daty.

Przygotowania do egzekucji miały być zakończone – wg amerykańskiej telewizji CNN powołującej się na źródła arabskie – przed godziną 6:00 czasu irackiego (4:00 CET) 30 grudnia. Arabska telewizja Al Hurra podała, że wyrok wykonano kilka minut przed godziną 6:00 czasu miejscowego (Al-Arabija podała godzinę 6:05). Fakt wykonania wyroku potwierdziła pół godziny później także oficjalna telewizja iracka.

Około południa naszego czasu irackie telewizje oraz BBC World pokazały zdjęcia martwego Saddama owiniętego w biały materiał.

Relacje świadków.

Świadkowie powieszenia Saddama tak relacjonują wydarzenie dla BBC: Gdy Saddam Husajn był wprowadzony na szubienicę przez grupę zamaskowanych osób, wypowiedział muzułmańskie wyznanie wiary: ""Nie ma Boga prócz Boga, a Mahomet jest jego prorokiem."" Sędzia odczytał wyrok przeciwko Husajnowi. Były iracki dyktator poprosił o przekazanie kopii Koranu, którą trzymał w ręku swojemu przyjacielowi ""Bandarowi"" (zapewne skazanemu razem z nim na śmierć byłemu szefowi Sądu Rewolucyjnego, Awadowi al-Bandarowi - za PAP). Ubrany był w białą koszulę i czarny płaszcz. Po wprowadzeniu na szubienicę, przed założeniem pętli owinięto na szyi skazańca czarną chustę. Kiedy kat chciał założyć b. dyktatorowi kaptur na głowę, ten dał jasno do zrozumienia, że chce umrzeć bez tego. Procedury powieszenia Saddama Husajna trwały zaledwie kilka minut.

""Jeden ze strażników pociągnął dźwignię i Saddam opadł jakieś pół metra do zapadni. Usłyszeliśmy jak kręgi szyjne błyskawicznie pękają i nawet ujrzeliśmy trochę krwi wokół sznura. Wisiał przez jakieś 10 minut, zanim lekarz potwierdził jego śmierć. Wtedy rozwiązano go i umieszczono w białym worku na zwłoki"" - powiedział Sami al-Askari, polityczny sojusznik al-Maliki.

Inny świadek powiedział: ""Wydawał się bardzo spokojny. Nawet nie zadrżał.""

Według CNN egzekucja była nagrywana i filmowana. Wokół ciała straconego Husajna tańczyć miały tłumy Irakijczyków.

CNN pokazał film (audio i video) nagrany kamerą z aparatu telefonicznego ukazujący momenty przed samym zawiśnięciem skazanego. Obecni świadkowie egzekucji krzyczeli do Husajna (np. ""Prosto do piekła"") oraz ironicznie powtarzali wypowiedzi. Źródło

Kwestia pochówku.

Nieoficjalnie wiadomo, że pogrzeb straconego byłego dyktatora odbędzie się ""w ciągu kilku najbliższych godzin"", chociaż wciąż trwają rozmowy na temat dokładnej lokalizacji pochówku, powiedział al-Rubaie. ""Umyjemy go, owiniemy i położymy do islamskiej trumny; po czym ktoś z islamskiej społeczności odczyta nad nim modlitwę zmarłych i zostanie pogrzebany zgodnie ze starymi islamskimi rytuałami."" – dodał al-Rabie.

Buszra Chalil powiedziała agencjom informacyjnym, że ciało powieszonego Saddama Husajna zostało przetransportowane amerykańskim samolotem wojskowym do Tikritu. W rodzinnym mieście b. dyktatora ciało zostało przekazane starszyźnie plemiennej, która ma je pochować - powiedziała wieczorem libańska adwokatka, która wchodziła w skład zespołu obrońców Saddama."
train,"2009-04-29: Amnesty International: uchodźcy pozbawieni ochrony w Turcji

""'W najnowszym raporcie Amnesty International alarmuje, że osoby, które przekroczyły turecką granicę dzień w dzień ryzykują życie, ponieważ władze Turcji nie są w stanie zapewnić im ochrony. Raport ""„Uchodźcy pozbawieni ochrony w Turcji”"" skupia uwagę na problemach, jakie od momentu przekroczenia granicy napotykają na tureckim terytorium imigranci, którzy uciekli z własnych krajów z powodu prześladowań.

""„Narażeni na niebezpieczeństwo ludzie desperacko starają się dotrzeć do Turcji. Jednak państwo stosuje podwójne standardy i odmawia przyznania im statusu uchodźców”"" – powiedział Andrew Gardner, ekspert Amnesty International ds. Turcji.

Turcja jest jedynym państwem, które podpisało ""Konwencję o Statusie Uchodźców"", a które nie uznaje za uchodźców obywateli państw spoza Rady Europy. W rezultacie coraz większa liczba ludzi potrzebujących międzynarodowej ochrony nie otrzymuje wymaganego wsparcia. Urząd Wysokiego Komisarza Narodów Zjednoczonych ds. Uchodźców (UNHCR) podejmuje działania w celu przyznania statusu uchodźców oraz pomaga imigrantom przybyłym do Turcji w osiedlaniu się w państwach trzecich. Według oficjalnych danych w 2006 r. do UNHCR złożono 4 550 nowych wniosków o azyl od obywateli państw spoza Europy. W 2008 r. liczba ta wzrosła do 12 980. Większość z nich przybywa z Iranu, Iraku, Afganistanu i Somalii. Możliwe, że uchodźców jest o wiele więcej – nie ma rzetelnych danych na ten temat.

Osoby ubiegające się o azyl napotykają na trudności w dostępie do opieki medycznej, schronienia i pracy, co stoi w sprzeczności z tureckimi zobowiązaniami międzynarodowymi. Przypadki opisane w raporcie świadczą o braku poszanowania dla prawa międzynarodowego, jaki wykazują tureckie władze zmuszając ludzi do powrotu do państw, w których grożą im poważne naruszenia praw człowieka.

W kwietniu 2008 r. Amnesty International otrzymała informacje o irackiej rodzinie, która po przylocie z Bagdadu została zatrzymana na południu Turcji. Policjanci nie przyznali, że rodzina została aresztowana i że odmówiono jej członkom możliwości złożenia wniosku o azyl – pomimo prośby wysuniętej przez UNHCR w ich imieniu. Mimo obaw o życie, rodzina została zmuszona powrócić do Iraku.

""„Od momentu przekroczenia granicy prawa osób ubiegających się o azyl są łamane przez tureckie władze. Do naruszeń dochodzi zarówno w trakcie rozpatrywania wniosków, jak i później, gdy otrzymują status uchodźcy”"" – powiedział Andrew Gardner.

Imigranci ubiegający się o azyl są często przetrzymywani przez długi czas w ciężkich warunkach, bez wystarczającej ilości pożywienia i bez jasnego uzasadnienia zatrzymania. Mogą zostać wydaleni z kraju bez przeprowadzenia odpowiednich procedur prawnych i zmuszeni do powrotu do państw, w których ich życie narażone jest na niebezpieczeństwo.

Pochodzący z Afganistanu mężczyzna opowiedział przedstawicielom Amnesty International o tym, w jaki sposób traktowali go policjanci podczas pobytu w areszcie na zachodzie Turcji: ""„Gdy nie chcieliśmy oddać pieniędzy pobili nas. Użyli naszych pieniędzy, by odesłać nas z powrotem do Afganistanu”"".

W kwietniu 2008 r. cztery osoby utopiły się, gdy grupa 18 osób została zmuszona przepłynąć rzekę Tygrys, która stanowi granicę między Turcją i Irakiem. Władze Iraku odmówiły przyjęcia ich z powrotem na swoje terytorium.

We wrześniu 2008 r. 24 uzbeckich uchodźców, z których piętnaścioro to dzieci, zostało siłą przetransportowanych na terytorium Iranu przez funkcjonariuszy tureckich służb bezpieczeństwa. W trakcie deportacji członków grupy bito, a kobiety i dziewczęta zostały zgwałcone. W Iranie zostali wzięci do niewoli przez nieznaną grupę bojowników, którzy grozili im śmiercią. Po zapłaceniu 5 000 dolarów okupu uwolniono ich i mogli wrócić do Turcji. W październiku grupę ponownie deportowano do Iranu. Działacze na rzecz praw człowieka informowali, że grupa zamieszkała wysoko w górach niedaleko granicy, gdzie dzieci cierpiały z głodu, po tym jak władze Iranu odmówiły im wstępu na terytorium kraju.

Amnesty International wzywa tureckie władze do ustanowienia i wprowadzenia w życie sprawiedliwych procedur azylowych. Potrzebujący muszą zostać otoczeni międzynarodową ochroną, a prawa uchodźców i osób ubiegających się o azyl muszą być w pełni respektowane."
train,"2007-01-01: Słowenia przyjęła euro

Słowenia od 1 stycznia 2007 weszła do strefy euro. Od dziś w tym kraju można płacić europejską walutą, która wyprze obowiązującego od 1996 roku tolara. W ciągu 14 dni euro stanie się jedynym legalnym środkiem płatności w tym kraju.

Słowenia jako pierwszy kraj spośród 10, które przystąpiły do Unii Europejskiej w 2004 roku, spełniła wymagania ekonomiczne niezbędne do przyjęcia wspólnej europejskiej waluty. Jest to także 13 kraj wspólnoty, który przyjął unijną walutę. Co więcej, jest to pierwszy kraj z byłego bloku komunistycznego mający euro."
